Chromosome	Genomic Position Start	Genomic Position End	Cyto Location	Computed Cyto Location	MIM Number	Gene Symbols	Approved Gene Symbol	Entrez Gene ID	Phenotypes
chr19	19756371	19776413	19p13.11	19p13.11	617117	LINC00663	LINC00663	284440	
chr19	19865830	19894674	19p13	19p13.11	606954	ZNF253	ZNF253	56242	
chr19	19900946	19935575	19p13.1-p12	19p12	603975	ZNF93	ZNF93	81931	
chr19	20078000	20121168	19p13.1-p12	19p12	603973	ZNF90	ZNF90	7643	
chr19	20530276	20565781	19p13.1-p12	19p12	603984	"ZNF737, ZNF102"	ZNF737	100129842	
chr19	20923251	20950697	19p13.1-p12	19p12	603899	ZNF85	ZNF85	7639	
chr19	21142040	21196053	19p12	19p12	619505	"ZNF431, ZFP932"	ZNF431	170959	
chr19	21722771	21767579	19p13.1-p12	19p12	603982	ZNF100	ZNF100	163227	
chr19	21804946	21852065	19p13.1-p12	19p12	603972	ZNF43	ZNF43	7594	
chr19	21939815	22010943	19p13.1-p12	19p12	603977	"ZNF208, ZNF95"	ZNF208	7757	
chr19	22052484	22091480	19p12	19p12	606957	ZNF257	ZNF257	113835	
chr19	22391019	22422346	19p12	19p12	603980	ZNF98	ZNF98	148198	
chr19	22752183	22784151	19p12	19p12	603981	ZNF99	ZNF99	7652	
chr19	23305004	23395471	19p13.1-p12	19p12	603971	ZNF91	ZNF91	7644	
chr19	24033449	24129968	19p13.12-p13.11	19p12	604768	"ZNF254, ZNF91L"	ZNF254	9534	
chr19	26200001	58617616	19q		601764	"BFIS1, BFIC1"		8181	"Seizures, benign familial infantile, 1, 601764 (2), Autosomal dominant"
chr19	26200001	58617616	19q		607592	HPCQTL19		347747	"{Prostate cancer aggressiveness QTL}, 607592 (2)"
chr19	26200001	58617616	19q		606712	SLI2		171014	"Specific language impairment QTL, 2, 606712 (2), Multifactorial"
chr19	28100001	31900000	19q12		606875	HSCR7		246322	"{Hirschsprung disease, susceptibility to, 7}, 606875 (2)"
chr19	29205320	29213151	19q12	19q12	191327	"UQCRFS1, MC3DN10"	UQCRFS1	7386	"Mitochondrial complex III deficiency, nuclear type 10, 618775 (3), Autosomal recessive"
chr19	29606283	29617237	19q12	19q12	606114	"POP4, RPP29"	POP4	10775	
chr19	29665461	29675477	19q11	19q12	615200	"PLEKHF1, LAPF, PHAFIN1"	PLEKHF1	79156	
chr19	29698886	29715789	19q12	19q12	614297	"C19orf12, NBIA4, SPG43"	C19orf12	83636	"Neurodegeneration with brain iron accumulation 4, 614298 (3), Autosomal dominant, Autosomal recessive; ?Spastic paraplegia 43, autosomal recessive, 615043 (3), Autosomal recessive"
chr19	29811991	29824312	19q13.1	19q12	123837	CCNE1	CCNE1	898	
chr19	29923657	30016612	19q12	19q12	603494	"URI1, NNX3, RMP"	URI1	8725	
chr19	30225592	30713586	19q12	19q12	618037	"ZNF536, KIAA0390"	ZNF536	9745	
chr19	31149876	31350877	19q13.11	19q12	614119	"TSHZ3, KIAA1474"	TSHZ3	57616	
chr19	31900001	58617616	19q13		100070	"AAA1, AAA"		100329167	"Aortic aneurysm, familial abdominal 1, 100070 (2), Autosomal dominant"
chr19	31900001	58617616	19q13		608542	ANIB2		449013	"Aneurysm, intracranial berry, 2, 608542 (2)"
chr19	31900001	58617616	19q13		609376	"CTRCT35, CATCN1"		619404	"Cataract 35, congenital nuclear, 609376 (2), Autosomal recessive"
chr19	31900001	35100000	19q13.11		613026	"DEL19q13.11d, C19DELq13.11d"			"Chromosome 19q13.11 deletion syndrome, distal, 613026 (4), Autosomal dominant"
chr19	31900001	35100000	19q13.11		617219	"DEL19q13.11p, C19DELq13.11p"			"Chromosome 19q13.11 deletion syndrome, proximal, 617219 (4), Autosomal dominant"
chr19	31900001	58617616	19q13.1-qter		129150	E11S		1878	
chr19	31900001	58617616	19q13		611907	EA7		100188859	"Episodic ataxia, type 7, 611907 (2), Autosomal dominant"
chr19	31900001	58617616	19q13		600757	OFC3		4965	"Orofacial cleft 3, 600757 (2), ?Autosomal dominant"
chr19	31900001	58617616	19q13		614746	UAQTL5		100996934	"[Uric acid concentration, serum, QTL5], 614746 (2)"
chr19	32405770	32485890	19q13.11	19q13.11	613894	DPY19L3	DPY19L3	147991	
chr19	32581190	32587453	19q13.11	19q13.11	604583	"PDCD5, TFAR19"	PDCD5	9141	
chr19	32597006	32675180	19q13.11	19q13.11	618957	"ANKRD27, VARP"	ANKRD27	84079	
chr19	32675848	32678300	19q13.11	19q13.11	607814	"RGS9BP, R9AP, RGS9, PERRS"	RGS9BP	388531	"Bradyopsia, 608415 (3)"
chr19	32830511	32869767	19q13.1	19q13.11	604144	"SLC7A9, CSNU3"	SLC7A9	11136	"Cystinuria, 220100 (3), Autosomal dominant, Autosomal recessive"
chr19	32875925	32971958	19q13.11	19q13.11	615470	"CEP89, CCDC123, CEP123, FLJ14640"	CEP89	84902	
chr19	32972242	32978229	19q13.11	19q13.11	610884	"FAAP24, C19orf40"	FAAP24	91442	
chr19	32978592	33064888	19q13.11	19q13.11	617932	RHPN2	RHPN2	85415	
chr19	33194330	33208864	19q12-q13.2	19q13.11	603159	LRP3	LRP3	4037	
chr19	33208664	33225850	19q13.11	19q13.11	607959	"SLC7A10, ASC1"	SLC7A10	56301	
chr19	33299934	33302534	19q13.1	19q13.11	116897	"CEBPA, CEBP"	CEBPA	1050	"Leukemia, acute myeloid, somatic, 601626 (3); ?Leukemia, acute myeloid, 601626 (3), Autosomal dominant, Somatic mutation"
chr19	33373709	33382686	19q13.11	19q13.11	138972	"CEBPG, GPE1BP"	CEBPG	1054	
chr19	33386950	33521791	19cen-q13.11	19q13.11	613230	PEPD	PEPD	5184	"Prolidase deficiency, 170100 (3), Autosomal recessive"
chr19	33621953	33773509	19q13.1	19q13.11	610190	"CHST8, GALNAC4ST1, PSS3"	CHST8	64377	"?Peeling skin syndrome 3, 616265 (3), Autosomal recessive"
chr19	33794040	33815761	19q13.11	19q13.11	615240	KCTD15	KCTD15	79047	
chr19	34172504	34229288	19q13.11	19q13.11	610677	"LSM14A, RAP55"	LSM14A	26065	
chr19	34254554	34355566	19q13.11	19q13.11	619335	"GARRE1, KIAA0355"	GARRE1	9710	
chr19	34359718	34402413	19q13.1	19q13.11	172400	GPI	GPI	2821	"Hemolytic anemia, nonspherocytic, due to glucose phosphate isomerase deficiency, 613470 (3), Autosomal recessive"
chr19	34404399	34426168	19q13.11	19q13.11	615661	"PDCD2L, MGC13096"	PDCD2L	84306	
chr19	34428381	34471251	19q12	19q13.11	613295	"UBA2, SAE2, ACCES"	UBA2	10054	"ACCES syndrome, 619959 (3), Autosomal dominant"
chr19	34481758	34512304	19q13.12	19q13.11	614790	WTIP	WTIP	126374	
chr19	34585529	34677159	19q13.11	19q13.11	615063	SCGB2B2	SCGB2B2	284402	
chr19	34734243	34745378	19q13.2	19q13.11	606741	ZNF181	ZNF181	339318	
chr19	35030470	35040449	19q13.1	19q13.11	600235	"SCN1B, GEFSP1, BRGDA5, ATFB13, DEE52"	SCN1B	6324	"Generalized epilepsy with febrile seizures plus, type 1, 604233 (3), Autosomal dominant; Developmental and epileptic encephalopathy 52, 617350 (3), Autosomal recessive; Cardiac conduction defect, nonspecific, 612838 (3); Atrial fibrillation, familial, 13, 615377 (3), Autosomal dominant; Brugada syndrome 5, 612838 (3)"
chr19	35040506	35066573	19q11-q13.2	19q13.11	142440	HPN	HPN	3249	
chr19	35115823	35124324	19q13.12	19q13.12	604996	"FXYD3, PLML, MAT8"	FXYD3	5349	
chr19	35124513	35135059	19q13.11	19q13.12	608303	"LGI4, AMC1"	LGI4	163175	"Arthrogryposis multiplex congenita 1, neurogenic, with myelin defect, 617468 (3), Autosomal recessive"
chr19	35137188	35143109	19q13.1	19q13.12	602359	"FXYD1, PLM"	FXYD1	5348	
chr19	35143255	35154302	19q13.12	19q13.12	606684	FXYD7	FXYD7	53822	
chr19	35154735	35169881	19q13.12	19q13.12	606669	FXYD5	FXYD5	53827	
chr19	35249002	35267964	19q13.12	19q13.12	616582	LSR	LSR	51599	
chr19	35268962	35279821	19q13.1	19q13.12	600390	"USF2, FIP"	USF2	7392	
chr19	35282528	35285143	19q13	19q13.12	606464	"HAMP, LEAP1, HEPC, HFE2B"	HAMP	57817	"Hemochromatosis, type 2B, 613313 (3), Autosomal recessive"
chr19	35292161	35313807	19q13.1	19q13.12	159460	"MAG, GMA, SPG75"	MAG	4099	"Spastic paraplegia 75, autosomal recessive, 616680 (3), Autosomal recessive"
chr19	35329187	35347361	19q13.1	19q13.12	107266	CD22	CD22	933	
chr19	35347902	35353864	19q13.1	19q13.12	603820	"FFAR1, GPR40"	FFAR1	2864	
chr19	35358151	35360489	19q13.1	19q13.12	603821	"FFAR3, GPR41"	FFAR3	2865	
chr19	35371068	35372962	19q13.1	19q13.12	603822	GPR42	GPR42	2866	
chr19	35448257	35451767	19q13.1	19q13.12	603823	"FFAR2, GPR43"	FFAR2	2867	
chr19	35487324	35490464	19q13.1	19q13.12	617212	KDAP	KRTDAP	388533	
chr19	35497220	35513649	19q13.1	19q13.12	617211	DMKN	DMKN	93099	
chr19	35523367	35528311	19q13.1	19q13.12	609969	SBSN	SBSN	374897	
chr19	35533456	35545319	19q13.1	19q13.12	609169	"GAPDHS, GAPD2"	GAPDHS	26330	
chr19	35545626	35547526	19q13.12	19q13.12	613585	TMEM147	TMEM147	10430	
chr19	35550031	35563658	19q13.1	19q13.12	137216	"ATP4A, ATP6A"	ATP4A	495	
chr19	35612735	35625355	19q13.12	19q13.12	613432	"HAUS5, DGT5, KIAA0841"	HAUS5	23354	
chr19	35629036	35637685	19q13.12	19q13.12	613232	RBM42	RBM42	79171	
chr19	35641745	35644871	19q13.1	19q13.12	609358	"ETV2, ETSRP71"	ETV2	2116	
chr19	35648323	35658782	19q13.1	19q13.12	124089	"COX6B1, MC4DN7"	COX6B1	1340	"Mitochondrial complex IV deficiency, nuclear type 7, 619051 (3), Autosomal recessive"
chr19	35666517	35678481	19q13.1	19q13.12	611557	"UPK1A, UPIA"	UPK1A	11045	
chr19	35704558	35717038	19q13.1	19q13.12	605859	"ZBTB32, FAXF, TZFP, ROG"	ZBTB32	27033	
chr19	35718003	35738878	19q13.1	19q13.12	606834	"KMT2B, MLL4, KIAA0304, DYT28, MRD68"	KMT2B	9757	"Intellectual developmental disorder, autosomal dominant 68, 619934 (3), Autosomal dominant; Dystonia 28, childhood-onset, 617284 (3), Autosomal dominant"
chr19	35738801	35742452	19q13.12	19q13.12	614143	"IGFLR1, TMEM149"	IGFLR1	79713	
chr19	35742464	35745418	19q13.2	19q13.12	601080	"U2AF1L4, U2AF1RS3"	U2AF1L4	199746	
chr19	35745651	35747519	19q13.1	19q13.12	607632	"PSENEN, PEN2, ACNINV2"	PSENEN	55851	"Acne inversa, familial, 2, with or without Dowling-Degos disease, 613736 (3), Autosomal dominant"
chr19	35754566	35757029	19q13.13	19q13.12	610695	"HSPB6, HSP20"	HSPB6	126393	
chr19	35775564	35788822	19q13.12	19q13.12	614902	"ARHGAP33, TCGAP"	ARHGAP33	115703	
chr19	35799988	35812845	19q13.12	19q13.12	616377	"PRODH2, HYPDH"	PRODH2	58510	
chr19	35825372	35852504	19q13.1	19q13.12	602716	"NPHS1, NPHN"	NPHS1	4868	"Nephrotic syndrome, type 1, 256300 (3), Autosomal recessive"
chr19	35851399	35867136	19q13.1	19q13.12	607762	"KIRREL2, NEPH3, NLG1, FILTRIN"	KIRREL2	84063	
chr19	35868574	35879792	19q13.2	19q13.12	104775	"APLP1, APLP"	APLP1	333	
chr19	35887952	35902303	19q13.2	19q13.12	618887	"NFKBID, IKBNS"	NFKBID	84807	
chr19	35902529	35904377	19q13.1	19q13.12	604089	DAP10	HCST	10870	
chr19	35904403	35908295	19q13.1	19q13.12	604142	"TYROBP, DAP12, PLOSL1"	TYROBP	7305	"Polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy 1, 221770 (3), Autosomal recessive"
chr19	35936374	35946624	19q13.2	19q13.12	612809	"LRFN3, SALM4"	LRFN3	79414	
chr19	35995188	35996312	19q12-q13.2	19q13.12	612848	"SDHAF1, MC2DN2"	SDHAF1	644096	"Mitochondrial complex II deficiency, nuclear type 2, 619166 (3), Autosomal recessive"
chr19	36003307	36008813	19q13.12	19q13.12	615535	"SYNE4, NESP4, C19orf46, DFNB76"	SYNE4	163183	"Deafness, autosomal recessive 76, 615540 (3), Autosomal recessive"
chr19	36009120	36014239	19q13.12	19q13.12	613304	"ALKBH6, ABH6"	ALKBH6	84964	
chr19	36014660	36032873	19q13	19q13.12	607382	"CLIP3, CLIPR59"	CLIP3	25999	
chr19	36034984	36054762	19q13.12	19q13.12	612536	THAP8	THAP8	199745	
chr19	36054897	36111145	19q13.12	19q13.12	613583	"WDR62, C19orf14, MCPH2"	WDR62	284403	"Microcephaly 2, primary, autosomal recessive, with or without cortical malformations, 604317 (3), Autosomal recessive"
chr19	36111143	36113711	19q13.1	19q13.12	616442	OVOL3	OVOL3	728361	
chr19	36113709	36114875	19q12	19q13.12	180662	POLR2I	POLR2I	5438	
chr19	36114967	36125941	19q13.11-q13.12	19q13.12	601303	CKAP1	TBCB	1155	
chr19	36140066	36150353	19q13.12	19q13.12	114170	"CAPNS1, CAPN4"	CAPNS1	826	
chr19	36150922	36152447	19q13.12	19q13.12	123995	"COX7A1, COX7AM"	COX7A1	1346	
chr19	36182060	36245928	19q13.12	19q13.12	614275	ZNF565	ZNF565	147929	
chr19	36214723	36238768	19q13.1	19q13.12	601505	"ZNF146, OZF"	ZNF146	7705	
chr19	36510687	36528271	19q13.12	19q13.12	613749	"ZNF260, PEX1"	ZNF260	339324	
chr19	36605313	36634114	19q13.13	19q13.12	609516	"ZNF382, KS1"	ZNF382	84911	
chr19	36636618	36666837	19q13.4	19q13.12	608640	"ZNF461, GIOT1"	ZNF461	92283	
chr19	36916332	36997932	19q13.12	19q13.12	617566	"ZNF568, ZFP568"	ZNF568	374900	
chr19	37007902	37130368	19q13.12	19q13.12	617216	"ZNF420, APAK"	ZNF420	147923	
chr19	37218214	37248740	19q13.12	19q13.12	619499	ZNF383	ZNF383	163087	
chr19	37312837	37364455	19q13.12	19q13.12	165250	"ZNF875, HKR1"	ZNF875	284459	
chr19	37411157	37469265	19q13.12	19q13.12	613904	ZNF569	ZNF569	148266	
chr19	37551374	37614179	19q13.13	19q13.12	613903	ZNF540	ZNF540	163255	
chr19	37631006	37656261	19q13.12	19q13.12	617317	"ZFP30, ZNF745, KIAA0961"	ZFP30	22835	
chr19	37907208	38208369	19q13.1	19q13.13-q13.2	616655	"SIPA1L3, SPAL3, SPAR3, KIAA0545, CTRCT45"	SIPA1L3	23094	"?Cataract 45, 616851 (3), Autosomal recessive"
chr19	38200001	58617616	19q13.2-q13.4		603855	CFM1		10167	"{Meconium ileus in cystic fibrosis, susceptibility to}, 603855 (2)"
chr19	38200001	50900000	19q13.2-q13.3		611097	MRT11		100101426	"Intellectual developmental disorder, autosomal recessive 11, 611097 (2), Autosomal recessive"
chr19	38200001	42900000	19q13.2		227050	TEC		100124696	"Transient erythroblastopenia of childhood, 227050 (2), Autosomal recessive"
chr19	38211006	38229695	19q13.13-q13.2	19q13.2	601670	"DPF1, NEUD4"	DPF1	8193	
chr19	38251237	38256374	19q13.1	19q13.2	608153	"PPP1R14A, CPI17"	PPP1R14A	94274	
chr19	38264573	38292615	19q13.1	19q13.2	605124	"SPINT2, HAI2, DIAR3"	SPINT2	10653	"Diarrhea 3, secretory sodium, congenital, syndromic, 270420 (3), Autosomal recessive"
chr19	38303558	38321887	19p13.3	19q13.2	619109	"YIF1B, KABAMAS"	YIF1B	90522	"Kaya-Barakat-Masson syndrome, 619125 (3), Autosomal recessive"
chr19	38304251	38305006	19q13.2	19q13.2	619711	"C19orf33, H2RSP, IMUP"	C19orf33	64073	
chr19	38319845	38332076	19q13.1	19q13.2	603939	"KCNK6, TWIK2, TOSS"	KCNK6	9424	
chr19	38335830	38370943	19q13.1	19q13.2	613452	CATSPERG	CATSPERG	57828	
chr19	38374571	38383824	19q13.2	19q13.2	617844	PSMD8	PSMD8	5714	
chr19	38384267	38388384	19q13.2	19q13.2	609966	GGN	GGN	199720	"Spermatogenic failure 69, 619826 (3), Autosomal recessive"
chr19	38388697	38399587	19q13.13	19q13.2	609293	SPRED3	SPRED3	399473	
chr19	38409058	38426219	19q13.1	19q13.2	607320	RASGRP4	RASGRP4	115727	
chr19	38433691	38587564	19q13.1	19q13.2	180901	"RYR1, MHS, CCO, KDS"	RYR1	6261	"Neuromuscular disease, congenital, with uniform type 1 fiber, 117000 (3), Autosomal dominant, Autosomal recessive; Central core disease, 117000 (3), Autosomal dominant, Autosomal recessive; King-Denborough syndrome, 619542 (3), Autosomal dominant; {Malignant hyperthermia susceptibility 1}, 145600 (3), Autosomal dominant; Minicore myopathy with external ophthalmoplegia, 255320 (3), Autosomal recessive"
chr19	38587641	38617953	19q13.1-q13.4	19q13.2	601983	"MAP4K1, HPK1"	MAP4K1	11184	
chr19	38619188	38636954	19q13.2	19q13.2	609596	"EIF3K, PLAC24, EIF3S12"	EIF3K	27335	
chr19	38647649	38731589	19q13	19q13.2	604638	"ACTN4, FSGS1, FSGS"	ACTN4	81	"Glomerulosclerosis, focal segmental, 1, 603278 (3), Autosomal dominant"
chr19	38730192	38744693	19q13	19q13.2	608839	CAPN12	CAPN12	147968	
chr19	38770968	38773517	19q13.2	19q13.2	600615	LGALS7	LGALS7	3963	
chr19	38789200	38791754	19q13.2	19q13.2	617139	LGALS7B	LGALS7B	653499	
chr19	38801674	38812945	19q13.2	19q13.2	602518	LGALS4	LGALS4	3960	
chr19	38815422	38831794	19q13	19q13.2	600696	ECH1	ECH1	1891	
chr19	38836370	38852347	19q13.2	19q13.2	603083	"HNRNPL, HNRPL"	HNRNPL	3191	
chr19	38878555	38899618	19q	19q13.2	604480	"SIRT2, SIR2L, SIR2L2"	SIRT2	22933	
chr19	38899666	38908889	19q13.1	19q13.2	604495	"NFKBIB, IKBB, TRIP9"	NFKBIB	4793	
chr19	38908980	38912186	19q13.2	19q13.2	617634	CCER2	CCER2	643669	
chr19	38915266	38930763	19q13.2	19q13.2	612804	SARS2	SARS2	54938	"Hyperuricemia, pulmonary hypertension, renal failure, and alkalosis, 613845 (3), Autosomal recessive"
chr19	38930944	38933168	19q13.1	19q13.2	603021	"MRPS12, RPSM12"	MRPS12	6183	
chr19	38941401	38975742	19q13.2	19q13.2	609094	"FBXO17, FBX17, FBX26, FBG4"	FBXO17	115290	
chr19	39005842	39032549	19q13.2	19q13.2	609099	"FBXO27, FBX27, FBG5"	FBXO27	126433	
chr19	39083788	39111493	19q13.2	19q13.2	610490	"PAPL, FLJ16165"	ACP7	390928	
chr19	39125786	39182816	19q13.2	19q13.2	605451	PAK4	PAK4	10298	
chr19	39196964	39201884	19q13.2	19q13.2	615901	"NCCRP1, FBXO50"	NCCRP1	342897	
chr19	39243455	39245250	19q13.13	19q13.2	607402	"IFNL3, IL28B"	IFNL3	282617	"{Hepatitis C virus infection, response to therapy of}, 609532 (3)"
chr19	39246314	39248856	19q13.13	19q13.2	615090	IFNL4	IFNL4	101180976	
chr19	39268396	39270188	19q13.13	19q13.2	607401	"IFNL2, IL28A"	IFNL2	282616	
chr19	39296407	39298673	19q13.13	19q13.2	607403	"IFNL1, IL29"	IFNL1	282618	
chr19	39306566	39320863	19q13.2	19q13.2	612807	"LRFN1, SALM2, KIAA1484"	LRFN1	57622	
chr19	39328359	39336043	19q13.2	19q13.2	604104	GMFG	GMFG	9535	
chr19	39342421	39390764	19q13.2	19q13.2	619231	SAMD4B	SAMD4B	55095	
chr19	39385629	39391106	19q13.2	19q13.2	610506	"PAF1, PD2"	PAF1	54623	
chr19	39391378	39400641	19q13.2	19q13.2	612914	"MED29, IXL"	MED29	55588	
chr19	39406847	39428415	19q13.1	19q13.2	611893	"PLEKHG2, CLG, LDAMD"	PLEKHG2	64857	"Leukodystrophy and acquired microcephaly with or without dystonia, 616763 (3), Autosomal recessive"
chr19	39406847	39409407	19q13.1	19q13.2	190700	"ZFP36, TTP"	ZFP36	7538	
chr19	39433137	39435949	19q	19q13.2	603675	RPS16	RPS16	6217	
chr19	39445582	39476670	19q13.1-q13.2	19q13.2	602102	"SUPT5H, SPT5"	SUPT5H	6829	
chr19	39480838	39493779	19q13.2	19q13.2	607381	"TIMM50, TIM50, MGCA9"	TIMM50	92609	"3-methylglutaconic aciduria, type IX, 617698 (3), Autosomal recessive"
chr19	39498947	39508469	19q13	19q13.2	602768	"DLL3, SCDO1"	DLL3	10683	"Spondylocostal dysostosis 1, autosomal recessive, 277300 (3), Autosomal recessive"
chr19	39515113	39520686	19q13.13	19q13.2	607919	"SELENOV, SELV"	SELENOV	348303	
chr19	39530987	39532852	19q13	19q13.2	617355	EID2B	EID2B	126272	
chr19	39538707	39540161	19q13.2	19q13.2	609773	"EID2, CRI2"	EID2	163126	
chr19	39602524	39607474	19q13.1	19q13.2	608717	"LGALS13, GAL13, PP13"	LGALS13	29124	
chr19	39704481	39709444	19q13.2	19q13.2	607260	PPL13	LGALS14	56891	
chr19	39731255	39738029	19q13.1	19q13.2	153310	CLC	CLC	1178	
chr19	39776453	39786291	19p13.2	19q13.2	618701	LEUTX	LEUTX	342900	
chr19	39825350	39834162	19q12-q13.11	19q13.2	604556	"DYRK1B, MIRK, AOMS3"	DYRK1B	9149	"Abdominal obesity-metabolic syndrome 3, 615812 (3), Autosomal dominant"
chr19	39834458	39846379	19q13.2	19q13.2	134795	FBL	FBL	2091	
chr19	39863323	39934626	19q13.2	19q13.2	617553	FCGBP	FCGBP	8857	
chr19	39971165	39981764	19q13.11-q13.13	19q13.2	602707	"PSMC4, TBP7, S6"	PSMC4	5704	
chr19	40191426	40215575	19q13.1-q13.2	19q13.2	600137	"MAP3K10, MLK2, MST"	MAP3K10	4294	
chr19	40230317	40285345	19q13.1-q13.2	19q13.2	164731	"AKT2, HIHGHH"	AKT2	208	"Diabetes mellitus, type II, 125853 (3), Autosomal dominant; Hypoinsulinemic hypoglycemia with hemihypertrophy, 240900 (3), Autosomal dominant"
chr19	40348695	40378485	19q13.2	19q13.2	615698	"PLD3, HUK4, SCA46"	PLD3	23646	"?Spinocerebellar ataxia 46, 617770 (3), Autosomal dominant"
chr19	40379271	40390181	19q13.2	19q13.2	611712	HIPK4	HIPK4	147746	
chr19	40393764	40414789	19q13.1-q13.2	19q13.2	605725	"PRX, CMT4F"	PRX	57716	"Charcot-Marie-Tooth disease, type 4F, 614895 (3), Autosomal recessive; Dejerine-Sottas disease, 145900 (3), Autosomal dominant, Autosomal recessive"
chr19	40421589	40425992	19q13.2	19q13.2	617850	"SERTAD1, TRIPBR1"	SERTAD1	29950	
chr19	40440844	40444335	19q13.1	19q13.2	612125	"SERTAD3, RBT1"	SERTAD3	29946	
chr19	40447768	40465745	19q13.13-q13.2	19q13.2	600941	"BLVRB, BVRB, FLR"	BLVRB	645	
chr19	40467001	40576464	19q13.13	19q13.2	606214	"SPTBN4, QV, NEDHND, CMND"	SPTBN4	57731	"Neurodevelopmental disorder with hypotonia, neuropathy, and deafness, 617519 (3), Autosomal recessive"
chr19	40576873	40591397	19q13.2	19q13.2	617322	"SHKBP1, SB1"	SHKBP1	92799	
chr19	40593166	40629820	19q13.1-q13.2	19q13.2	604710	"LTBP4, LTBP4S, LTBP4L, ARCL1C"	LTBP4	8425	"Cutis laxa, autosomal recessive, type IC, 613177 (3), Autosomal recessive"
chr19	40665905	40690651	19q13.13-q13.2	19q13.2	604018	"NUMBL, NUMBR, NBL"	NUMBL	9253	
chr19	40691530	40716886	19q13.1	19q13.2	615567	"COQ8B, ADCK4, NPHS9"	COQ8B	79934	"Nephrotic syndrome, type 9, 615573 (3), Autosomal recessive"
chr19	40717112	40740860	19q13.2	19q13.2	606476	ITPKC	ITPKC	80271	
chr19	40751203	40765389	19q13.1	19q13.2	182285	SNRPA	SNRPA	6626	
chr19	40775160	40777490	19q13.32-q13.33	19q13.2	601340	MIA	MIA	8190	
chr19	40778247	40796942	19q13.2-q13.3	19q13.2	612945	RAB4B	RAB4B	53916	
chr19	40799191	40808434	19q13.2	19q13.2	606424	"EGLN2, PHD1, HIFPH1"	EGLN2	112398	
chr19	40843541	40850447	19q13.2	19q13.2	122720	"CYP2A6, CYP2A3, CYP2A, P450C2A"	CYP2A6	1548	"{Lung cancer, resistance to}, 211980 (3), Autosomal dominant, Somatic mutation; Coumarin resistance, 122700 (3), Autosomal dominant; {Nicotine addiction, protection from}, 188890 (3)"
chr19	40875439	40882231	19q13.2	19q13.2	608054	CYP2A7	CYP2A7	1549	
chr19	40890826	40900508	19q13.2	19q13.2	601133	"CYP2G1P, CYP2G1"	CYP2G1P	22952	
chr19	40991282	41018398	19q13.2	19q13.2	123930	"CYP2B6, CYP2B, EFVM"	CYP2B6	1555	"{Efavirenz central nervous system toxicity, susceptibility to}, 614546 (3); Efavirenz, poor metabolism of, 614546 (3)"
chr19	41088451	41096195	19q13.2	19q13.2	608055	CYP2A13	CYP2A13	1553	
chr19	41114432	41128381	19q13.2	19q13.2	124070	CYP2F1	CYP2F1	1572	
chr19	41193219	41207539	19q13.2	19q13.2	611529	CYP2S1	CYP2S1	29785	
chr19	41219223	41261766	19q13.1-q13.2	19q13.2	109135	AXL	AXL	558	
chr19	41262557	41307787	19q13.2	19q13.2	605800	"HNRNPUL1, HNRPUL1, E1BAP5"	HNRNPUL1	11100	
chr19	41330323	41353922	19q13.1	19q13.2	190180	"TGFB1, DPD1, CED, IBDIMDE"	TGFB1	7040	"Inflammatory bowel disease, immunodeficiency, and encephalopathy, 618213 (3), Autosomal recessive; Camurati-Engelmann disease, 131300 (3), Autosomal dominant; {Cystic fibrosis lung disease, modifier of}, 219700 (3), Autosomal recessive"
chr19	41354417	41364149	19q13.2	19q13.2	611951	"B9D2, MKS10, JBTS34"	B9D2	80776	"?Meckel syndrome 10, 614175 (3), Autosomal recessive; Joubert syndrome 34, 614175 (3), Autosomal recessive"
chr19	41363947	41384083	19q13.2	19q13.2	618294	"TMEM91, DSPC3"	TMEM91	641649	
chr19	41386374	41397359	19q13.2	19q13.2	606492	"EXOSC5, RRP46, CABAC"	EXOSC5	56915	"Cerebellar ataxia, brain abnormalities, and cardiac conduction defects, 619576 (3), Autosomal recessive"
chr19	41397818	41425002	19q13.1-q13.2	19q13.2	608348	"BCKDHA, MSUD1"	BCKDHA	593	"Maple syrup urine disease, type Ia, 248600 (3), Autosomal recessive"
chr19	41425359	41428730	19q13.2	19q13.2	615357	"B3GNT8, BGALT15, B3GALT7"	B3GNT8	374907	
chr19	41431318	41439912	19q13.2	19q13.2	617262	ATP5SL	DMAC2	55101	
chr19	41454169	41500649	19q13	19q13.2	618192	"PCAT19, LINC01190"	PCAT19	100505495	
chr19	41549518	41586844	19q13.2	19q13.2	618191	CEACAM21	CEACAM21	90273	
chr19	41613436	41627074	19q13.2	19q13.2	619159	CEACAM4	CEACAM4	1089	
chr19	41673303	41688270	19q13.2	19q13.2	619160	"CEACAM7, CGM2"	CEACAM7	1087	
chr19	41708626	41730433	19q13.2	19q13.2	114890	"CEACAM5, CEA"	CEACAM5	1048	
chr19	41755530	41772211	19q13.2	19q13.2	163980	"CEACAM6, NCA"	CEACAM6	4680	
chr19	41796587	41811554	19q13.2	19q13.2	609142	"CEACAM3, CGM1, CD66D"	CEACAM3	1084	
chr19	41844916	41852333	19q13.2	19q13.2	614806	DMRTC2	DMRTC2	63946	
chr19	41860255	41872925	19q13.2	19q13.2	603474	"RPS19, DBA, DBA1"	RPS19	6223	"Diamond-Blackfan anemia 1, 105650 (3), Autosomal dominant"
